"Colegio ID","Colegio Owner","Colegio Owner ID","Colegio Name",Phone,Website,"Created By","Created by ID","Modified By","Modified by ID","Created Time","Modified Time",Description,Currency,"Exchange Rate","Last Activity Time",Calle,Ciudades,Estados,Colonia,"Matrícula Kinder","Matrícula Primaria","Matrícula Secundaria","fuente del colegio","Costos Colegiatura Secundaria","Costos Colegiatura Primaria","Costo de Materiales Primaria","Costo de Materiales Secundaria","Contrato Actual Kinder","Costos Colegiatura Kinder","Costo de Materiales Kinder","Código Postal","Otro Teléfono",Zona,"Matrícula Total",Campañas,Número,"Knotion code",Tag,"Tiene Secundaria","Tiene Primaria","Tiene Kinder","Pertence a un grupo","A qué grupo pertenece","Estatus Colegio","Idioma Kinder Español","Idioma Kinder Inglés","Fecha vencimiento contrato Kinder","Kinder Horas de Inglés a la Semana","Costo Inscripción Primaria","Costo Inscripción Secundaria","Costo Inscripción Kinder","Información General Costos","Fecha Última Investigación","Contrato Actual Primaria","Idioma Primaria Inglés","Fecha Vencimiento Contrato Primaria","Primaria Horas de Inglés a la Semana","Idioma Primaria Español","Fecha Vencimiento Contrato Secundaria","Idioma Secundaria Inglés","Idioma Secundaria Español","Secundaria Horas de Inglés a la Semana","Información General Académica","Contrato Actual Secundaria","Estructura Propietaria","Estructura Operativa","Nivel de Instalaciones","Descripción de Instalaciones","Maestro hace uso de dispositivo electrónico","Alumno hace uso de dispositivo electrónico","Propietario de dispositivo","Tipo de dispositivo Primaria","Costo de arrendamiento","Tipo de dispositivo Secundaria","Tipo de dispositivo Kinder","Información General","Plataformas Kinder","Programas Kinder","Costos Plataformas Kinder","Costos Programas Kinder","Costos Libretas Kinder","Costos Plataformas Primaria","Plataformas Primaria","Costos Certificaciones Primaria","Certificaciones Primaria","Costos Programas Primaria","Programas Primaria","Costos Libretas Primaria","Costo Libretas Secundaria","Costos Certificaciones Secundaria","Costos Plataformas Secundaria","Costos Programas Secundaria","Programas Secundaria","Plataformas Secundaria","Certificaciones Secundaria","Problemas a resolver en colegio","Proceso de toma de decisiones Kinder","Proceso de toma de decisiones Primaria","Proceso de toma de decisiones Secundaria","Todos los niveles","Referenciado por","Uso de Libretas Kinder","Uso de Libretas Secundaria","Uso de Libretas Primaria","Razones por las que Califica siguiente campaña","Razones por las que se Descarta","Origen del Colegio","Fecha de evento",País,"Facebook Link","Google maps link","Primera campaña","Fecha no califica","Fecha primera visita LH","Fecha siguiente campaña","Fecha descartado","Razones por las que no califica","Fecha contacto inicial","Fecha de integración a Campaña","Fecha en que se convirtió","Razones por las que no se renueva el contrato","Razones por las que se interrumpe un contrato","Categoría del colegio","Nombre Contacto Secundario","Correo electrónico Contacto Secundario","Cargo Contacto Secundario","Extensión Contacto Secundario","Teléfono Contacto Secundario","Fecha de creación del PC","Fecha pc",Otros,"Colegio IB","Nivel de inglés Kinder","Nivel de inglés primaria","Nivel de inglés Secundaria","Historial de campañas trabajadas","Nivel Socioeconómico","Porcentaje de compatibilidad","Tiene Niveles Libres?","Clase AMAI",Territories
zcrm_1670006000004152001,"Mariana Hernández Pacheco",zcrm_1670006000011776020,"Colegio Monclair (Campus Las Torres)","(477) 771 32 55",http://www.colegiomonclair.edu.mx/campus-las-torres,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-08-16 17:08:27","2020-01-17 16:07:40",,MXN,1.000000000,"2020-01-17 16:07:40","Boulevard Juan Alonso de Torres",Leon-137,Guanajuato,"Sin Colonia",82,168,60,,4180,3840,3804,4000,OTRO,3300,3900,37233,,Centro,310,zcrm_1670006000020648298,3505,,,false,false,false,,,Descartado,false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,"Incapacidad para generar oportunidad",,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Monclair%20(Campus%20Las%20Torres)%20Boulevard%20Juan%20Alonso%20de%20Torres,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,85,false,C-,
zcrm_1670006000004171112,"Graciela Plata Garza",zcrm_1670006000020538001,"Instituto Bilingüe Internacional de Monterrey (Unidad Country)","(81) 8323-6817",http://ibimty.edu.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-08-21 10:58:05","2020-01-17 16:07:41","DOS CAMPUS APROX A 20 MINUTOS CON TRAFICO, EN ESTE CAMPUS SOLO ES PREESCOLAR Y PRIMARIA

COLEGIATURAS PRIMARIA:

1°,2°,3° $3,730.00 

4,5°,6° $4,025.00",MXN,1.000000000,"2020-01-17 16:07:41","Avenida Calzada los encinos",Guadalupe-369,"Nuevo León","Contry los Encinos",57,58,,"Referencia Interna",,,4630,,AMCO,,2545,67165,"(81)  8323-6818",Occidente,115,zcrm_1670006000006927015,1900,,,false,false,false,,,Descartado,false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,CRM,,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20Bilingüe%20Internacional%20de%20Monterrey%20(Unidad%20Country)%20Avenida%20Calzada%20los%20encinos,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,47.5,false,D+,
zcrm_1670006000004299039,"Fernando Galaz",zcrm_1670006000002053017,"Bachillerato Alexander Bain",5683-2911,http://www.bab.edu.mx,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-01 15:07:16","2020-01-17 16:07:41","Plantel de Secundaria y Bachillerato, pertenece al colegio Alexander Bain, está ubicado a 2 cuadras",MXN,1.000000000,"2020-01-17 16:07:41","Avenida Las Flores","Álvaro Obregón-740","Ciudad de México",Tlacopac,,,320,,,,,,OTRO,,,1760,,México,320,zcrm_1670006000006927015,497,MX-CMX-0067,,true,false,false,,,"Colegio Aliado",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,M2,,México,,https://www.google.com/maps/search/?api=1&query=Bachillerato%20Alexander%20Bain%20Avenida%20Las%20Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,40,false,AB,
zcrm_1670006000004373025,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Seele","01 662 381 5186",https://www.facebook.com/Colegio-SEELE-1270873966306658/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-08 09:21:38","2020-01-17 16:07:42","El colegio es nuevo y tiene un ciclo escolar funcionando, estan negociando firmar con Pearson para la adquisición de libros.

Inscripción:
Preescolar: 3150
Primaria:3450",MXN,1.000000000,"2020-01-20 12:19:47","Boulevard Navarrete",Hermosillo-508,Sonora,Capistrano,57,132,,,,3350,5000,,"NO TIENE",3000,4800,83249,,Norte,189,zcrm_1670006000020648298,641,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Seele%20Boulevard%20Navarrete,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,72.5,false,AB,
zcrm_1670006000004434003,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Boston","449 300 1144",https://www.facebook.com/ColegioBostonAgs,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-14 10:39:01","2020-01-17 16:07:42","Coordinadora Martha Pantoja y su correo es marletpantoja@hotmail.com",MXN,1.000000000,"2020-01-17 16:07:42","Valle de Morcinique",Aguascalientes-6,Aguascalientes,"Fraccionaiento Santa Himelda",73,155,90,"Referencia Interna",3800,3400,4420,5390,AMCO,2600,2495,20218,"449 300 1143",México,318,zcrm_1670006000020648298,306,,,true,true,true,No,,"En seguimiento",false,false,,,,,,,,AMCO,true,2020-01-31,,true,2020-01-31,true,true,,,AMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tienen contrato vigente con AMCO hasta el 2019-2020.",,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Boston%20Valle%20de%20Morcinique,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,77.5,false,AB,
zcrm_1670006000004528041,"Bryan Ramirez",zcrm_1670006000002775003,"Instituto México de Toluca AC (Secundaria)","722 217 2340",http://imt.maristas.edu.mx,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 11:34:18","2020-01-17 16:07:43","En un plantel se encuentra Kínder y Primaria, en otro se encuentra Secundaria y preparatoria. En secundaria hay 5 grupos por grado, aproximadamente 30 alumnos por grupo.

Contacto:
Malgorzata Anna Gallus Beyer  - Directora general de Secundaria
Cel: 722 350 7715
mail: ana.gallus@imt.maristas.edu.mx",MXN,1.000000000,"2020-01-17 16:07:43","Heriberto Enriquez",Toluca-273,"Estado de México","San Felipe Tlalmimilolpan",,,375,,4450,,,3600,"NO TIENE",,,50261,,Centro,375,zcrm_1670006000006927015,430,MX-EDO-0071,,true,false,false,,,"Colegio Aliado",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,M2,,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20México%20de%20Toluca%20AC%20(Secundaria)%20Heriberto%20Enriquez,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,57.5,false,AB,
zcrm_1670006000004528067,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Instituto México de Toluca AC (Preescolar y primaria)",2123201,http://imtp.maristas.edu.mx,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 11:39:36","2020-01-17 16:07:44","En un plantel se encuentra Kínder y Primaria, en otro se encuentra Secundaria y preparatoria.
Los costos de materiales son $6 500 pero incluyendo libros, cuadernos y uniformes, se considero 2500 máximo de uniformes y se le descontó al costo.",MXN,1.000000000,"2020-01-17 16:07:44","Rafael M. Hidalgo",Toluca-273,"Estado de México",Américas,102,689,,,,3400,4000,,"NO TIENE",3400,4000,50130,"722 2701699",Metropolitana,791,zcrm_1670006000020648298,900,,,false,false,true,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,"Incapacidad para generar oportunidad",,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20México%20de%20Toluca%20AC%20(Preescolar%20y%20primaria)%20Rafael%20M.%20Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,85,false,AB,
zcrm_1670006000004528089,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Centro Escolar Nueva Inglaterra","33 3121 9850",http://centroescolarnuevainglaterra.com/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 11:47:05","2020-01-17 16:07:44","Bicultural, Solo K y P",MXN,1.000000000,"2020-01-17 16:07:44","Avenida Inglaterra",Guadalajara-218,Jalisco,"Vallarta Sur",70,197,19,"Medios electrónicos",0,3610,5890,0,UNO,2820,3400,44110,,Sur,286,zcrm_1670006000020648298,3311,,,false,false,false,,,"Siguiente Campaña",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,"Vigencia de contrato",,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Centro%20Escolar%20Nueva%20Inglaterra%20Avenida%20Inglaterra,,,,2020-01-08,,,,,,,,,,,,,,,,,,,,,,Bajo,67.5,false,AB,
zcrm_1670006000004528109,"Fernando Galaz",zcrm_1670006000002053017,"Instituto América","938 38 20 954",,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 11:52:46","2020-01-17 16:07:45",,MXN,1.000000000,"2020-01-17 16:07:45","Paseo del mar","Ciudad Carmen-35",Campeche,"Justo Sierra",40,83,60,"Referencia Interna",3192,3192,6100,5000,AMCO,3192,4690,24114,"667 714 8449",Sur,183,zcrm_1670006000006927015,506,MX-CAM-0083,,true,true,true,2019-2020,,"Colegio Aliado",false,false,,15,6567,7079,6309,"k,p,s: 30 max, 2 grupos",2018-08-08,"NO TIENE",false,,15,false,,false,false,15,"Solo libros de editorial.","NO TIENE",Congregación,"Director General;Directores de niveles (K,P,S);Director Administrativo;Area de mercadotecnia;Asociación de padres de familia",Bajo,,No,No,,,,,,"Libros de editorial",,Robótica;Música;Artes,,0,,,,,,0,Robótica;Música;Artes,,,,,0,Robótica;Música;Artes,,,,,,,,,false,false,false,,,M2,,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20América%20Paseo%20del%20mar,,,,,,,2019-06-03,2019-06-03,,,,B,,,,,,,,,,,,,,Alto,100,false,AB,
zcrm_1670006000004528135,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Instituto Bicultural William Shakespeare","(662) 2113399",http://www.ibws.edu.mx/portal/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 12:31:12","2020-01-17 16:07:45","Bicultural. 
Solo ingles. 
Inscripción 7000

Atiende Roberto coordinador",MXN,1.000000000,"2020-01-17 16:07:45","Boulevard Las Torres",Hermosillo-508,Sonora,"Colinas de Bachoco",60,90,90,,5200,4150,9450,11230,"NO TIENE",3500,2500,83147,,Norte,240,zcrm_1670006000020648298,440,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20Bicultural%20William%20Shakespeare%20Boulevard%20Las%20Torres,,,,,,,,,,,,,,,,,,,,,,,,,,"Medio Alto",100,false,C,
zcrm_1670006000004528193,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Pedro Chanel","33 3643 0248",http://colegiopedrochanel.blogspot.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 13:26:53","2020-01-17 16:07:46","Colegio Marista, hermano de Cervantes de Guadalajara. Llevan Sistema UNO ""C"" Competencias. Solo 5 horas de inglés en preescolar y 7 horas en primaria. NO SECUNDARIA

contacto Saúl Casado.
cerca de tlaquepaque
3900 ins
1900 col
1800 col
sistema uno 
llevan ingles como materia 1hr 20 min
k 2300 /1000
p 3700",MXN,1.000000000,"2020-01-17 16:07:46","Avenida del Parque",Guadalajara-218,Jalisco,"San Rafael",60,251,60,,0,1700,3490,3280,UNO,1850,2050,44810,,Occidente,371,zcrm_1670006000020648298,291,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Pedro%20Chanel%20Avenida%20del%20Parque,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,62.5,false,C+,
zcrm_1670006000004528237,"Oscar Merlín López",zcrm_1670006000001715001,"Colegio Buena Tierra","722 271 2412",http://buenatierra.edu.mx/ColegioBuenaTierra/Colegio,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-26 13:54:05","2020-01-17 16:07:47","Directora Secundaria: Iris Esperanza Mañon Arcos
Director Primaria: Vanessa Suhaste Trejo
Directora Kinder: Fernanda Robles Berumen
llevan la filosofia :bachillerato intercional
----
cbt@buenatierra.edu.mx
Porf. Dolores Berumen y Riquelme - Directora y fundadora - dirgralasis@buenatierra.edu.mx
Ma. Elena en recepción
195 Dias en Calendario SEP",MXN,1.000000000,"2020-01-17 16:07:47","Camino Viejo A San Mateo",Metepec-279,"Estado de México","San Salvador Tizatlali",81,382,158,,0,5604,3308,4398,OTRO,3644,3064,52172,,Centro,621,zcrm_1670006000006927015,273,MX-EDO-0065,,true,true,true,,,"Colegio Aliado",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,M2,,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Buena%20Tierra%20Camino%20Viejo%20A%20San%20Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,87.5,false,AB,
zcrm_1670006000004547023,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Subiré (Campus León)","(477) 740 00 00",http://www.subireleon.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-27 10:54:07","2020-01-17 16:07:47",Constructivistas,MXN,1.000000000,"2020-01-17 16:07:47","Avenida Paseo de Alfaro",Leon-137,Guanajuato,"Esperanza de Alfaro",400,650,450,,5314,5200,5213,7504,OTRO,3470,4278,37233,,Centro,1500,zcrm_1670006000020648298,1425,,,true,true,true,,,Descartado,false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Subiré%20(Campus%20León)%20Avenida%20Paseo%20de%20Alfaro,,,,,,,,,,,,,,,,,,,,,,,,,,Medio,100,false,AB,
zcrm_1670006000004547043,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Subiré (Campus Jalisco)",01-33-300-14-800,http://subire.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-27 11:36:08","2020-01-17 16:07:48","Hablé con el rector Julio Cesar Saucedo y me pido que le enviáramos las fechas sugeridas por wats, así como nuestra página de internet. Ale se las envió inmediatamente.",MXN,1.000000000,"2020-01-17 16:07:48","Paseo de la estrella",Zapopan-219,Jalisco,"Fraccionamiento  Solares Zona Real",267,801,436,"Medios electrónicos",6000,6490,6000,6700,"NO TIENE",5400,5000,45019,,Sur,1504,zcrm_1670006000020648298,857,,,true,true,true,,,Descartado,false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Subiré%20(Campus%20Jalisco)%20Paseo%20de%20la%20estrella,,,,,,,,,,,,,,,,,,,,,,,,,,Medio,100,false,C+,
zcrm_1670006000004547063,"Julián Javier Núñez Valdovinos",zcrm_1670006000008620001,"Colegio Union México",3311885014,http://www.colegiounionmexico.com/institucion.html,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-27 11:38:47","2020-01-17 16:07:49",,MXN,1.000000000,"2020-01-17 16:07:49","Avenida de Los Molineros",Zapopan-219,Jalisco,"Los Molinos",180,180,180,"Referencia Externa",1920,1600,2289,4312,"NO TIENE",1470,1537,45200,,Occidente,540,zcrm_1670006000020648298,SN,,,true,true,true,,,Descartado,false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Union%20México%20Avenida%20de%20Los%20Molineros,,,,,,,2020-01-13,,,,,,,,,,,,,,,,,,,Bajo,65,false,C,
zcrm_1670006000004562007,"Maria Fernanda Martinez",zcrm_1670006000003827063,"Colegio Simón Bolívar","5563 6506",http://www.csb.edu.mx/index.html,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-09-28 09:18:22","2020-01-17 16:07:49",,MXN,1.000000000,"2020-01-17 16:07:49","Avenida Río Mixcoac","Benito Juárez-742","Ciudad de México","Insurgentes Mixcoac",247,883,429,,4430,4000,6268,3800,OTRO,3440,3035,3920,,,1559,zcrm_1670006000020648298,125,,,false,false,false,,,"Siguiente Campaña",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,"Incapacidad para generar oportunidad",,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Simón%20Bolívar%20Avenida%20Río%20Mixcoac,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,100,false,AB,
zcrm_1670006000004601001,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Bilingue Crece","638 388 7353",https://www.facebook.com/Colegiobilinguecrece2017/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-03 10:18:32","2020-01-17 16:07:50","Nota atendió David Romero 
Sistema Uno.",MXN,1.000000000,"2020-01-17 16:07:50","Adolfo Ruiz Cortines","Puerto Peñasco-510",Sonora,Centro,25,100,25,,2400,2300,6000,4000,UNO,220,3000,83550,,Norte,150,zcrm_1670006000020648298,60,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Bilingue%20Crece%20Adolfo%20Ruiz%20Cortines,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,77.5,false,C-,
zcrm_1670006000004601021,"Fernando Galaz",zcrm_1670006000002053017,"Instituto Andersen",461-616-0959,institutoandersen.edu.mx,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-03 10:22:37","2020-01-17 16:07:50","- Bilingüe
- En 6to de primaria ya no llevan sistema UNO
-Comenta Victor que no hay que contactar a este colegio

FUNDADOR

Laura Salas Directora 
LAGO_SALAS@HOTMAIL.COM",MXN,1.000000000,"2020-01-17 16:07:50","Avenida Irrigación",Celaya-144,Guanajuato,"Parque Verde",180,368,215,"Referencia Interna",4800,4580,2286,4000,UNO,3940,3600,38034,,Centro,763,zcrm_1670006000006927015,500,MX-GTO-0078,,true,true,true,,,"Colegio Aliado",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,M2,,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20Andersen%20Avenida%20Irrigación,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,97.5,false,C+,
zcrm_1670006000004617005,"Mariana Hernández Pacheco",zcrm_1670006000011776020,"Colegio Roots","01(442) 292 3258",http://www.roots-elementary.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-04 08:58:12","2020-01-17 16:07:51","Sistema: Llevan Ipads en su clase de Technology
Idiomas: Bilingües en Preescolar (español e inglés) , Trilingües en primaria (español, inglés y alemán.)",MXN,1.000000000,"2020-01-17 22:19:47","Paseo del Cantil",Queretaro-453,Querétaro,"Real de Juriquilla",,230,,"Referencia Interna",,,6000,,OTRO,,,76226,,Centro,230,zcrm_1670006000020648298,100,,,false,true,true,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,"Incapacidad para generar oportunidad",,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Roots%20Paseo%20del%20Cantil,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,52.5,false,D+,
zcrm_1670006000004617061,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Mariangel","624 143 2445",https://www.facebook.com/Colegio-Mariangel-856114174501250/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-05 09:14:41","2020-01-17 16:07:52","AMCO en los 3 niveles",MXN,1.000000000,"2020-01-17 16:07:52",Aztecas,"Cabo San Lucas-25","Baja California Sur",Magisterial,50,82,30,,2950,2850,4770,4880,AMCO,2600,4075,23405,,Norte,162,zcrm_1670006000020648298,14,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Mariangel%20Aztecas,,,,,,,,,,,,,,,,,,,,,,,,,,Medio,77.5,false,C+,
zcrm_1670006000004736015,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Instituto el Pedregal",5822-9554,http://www.ipedregal.edu.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-17 10:21:35","2020-01-17 16:07:52","MATRICULA DE LA SEP",MXN,1.000000000,"2020-01-17 16:07:52","Kilometro. 9.5 Carr. Tlalnepantla-Progreso",Atizapan-2702,"Estado de México","El Pedregal",84,314,181,"Referencia Interna",5589,5001,4500,5000,UNO,4578,1300,52978,,Centro,579,zcrm_1670006000020648298,S/N,MX-EDO-0068,,true,true,true,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Instituto%20el%20Pedregal%20Kilometro.%209.5%20Carr.%20Tlalnepantla-Progreso,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,100,false,C-,
zcrm_1670006000004736035,"Luis Alejandro Murillo",zcrm_1670006000016378001,"Colegio Los Angeles De Torreón","871 750 6686",http://www.colegiolosangelesdetorreon.edu.mx/,"Coordinación de Embajadores",zcrm_1670006000001040137,"Research & Development",zcrm_1670006000024830001,"2017-10-17 10:24:13","2020-01-17 16:07:53","Dirección General
María Isabel Gallardo Arellano..
direcciongeneral@colegiolosangelesdetorreon.edu.mx
Coordinación Administrativa
Martha Hernández González.
coordinacionadministrativa@colegiolosangelesdetorreon.edu.mx
Coordinación Preescolar
Cony Gallardo Arellano.
preescolar@colegiolosangelesdetorreon.edu.mx
Dirección Académica Primaria
María Isabel Gallardo Arellano.
primaria@colegiolosangelesdetorreon.edu.mx
Coordinación Académica Secundaria
Victoriano Carreón Soto.
secundaria@colegiolosangelesdetorreon.edu.mx

escuela con sistema UNO y el ingles es bilingüe",MXN,1.000000000,"2020-01-20 13:25:26","Boulevard Las Quintas","Ciudad Juárez-104","Coahuila de Zaragoza","Residencial Frondoso",60,242,98,,0,3360,4850,5200,UNO,2650,3000,27019,"871 750 8212",Occidente,400,zcrm_1670006000020648298,520,,,false,false,false,,,"En seguimiento",false,false,,,,,,,,,false,,,false,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,"DA - Probabilidad Normal",,México,,https://www.google.com/maps/search/?api=1&query=Colegio%20Los%20Angeles%20De%20Torreón%20Boulevard%20Las%20Quintas,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,80,false,D+,
